,author,authorData,downloads,gated,id,inference,lastModified,likes,pipeline_tag,private,repoType,isLikedByUser,sizes,min_size,max_size,trending,mined_date
100,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",9,False,Xenova/clap-htsat-unfused,NotSupported_PipelineLibraryPairNotSupported,2024-03-17T14:55:51.000Z,0,feature-extraction,False,model,False,619MB | 312MB | 161MB,168820736.0,649068544.0,101,16-07-2024
101,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/tiny-random-ClapModel,NotSupported_PipelineLibraryPairNotSupported,2024-03-17T14:56:40.000Z,0,feature-extraction,False,model,False,14.8MB | 9.3MB | 6.34MB,6647971.84,15518924.8,102,16-07-2024
102,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/larger_clap_general,NotSupported_PipelineLibraryPairNotSupported,2024-03-17T15:01:03.000Z,0,feature-extraction,False,model,False,783MB | 395MB | 205MB,214958080.0,821035008.0,103,16-07-2024
103,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",10,False,Xenova/larger_clap_music_and_speech,NotSupported_PipelineLibraryPairNotSupported,2024-03-17T15:10:25.000Z,2,feature-extraction,False,model,False,783MB | 395MB | 205MB,214958080.0,821035008.0,104,16-07-2024
104,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/conv-bert-base,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:17:07.000Z,0,feature-extraction,False,model,False,423MB | 212MB | 107MB,112197632.0,443547648.0,105,16-07-2024
105,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/conv-bert-medium-small,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:17:16.000Z,0,feature-extraction,False,model,False,70.4MB | 35.6MB | 18.6MB,19503513.6,73819750.4,106,16-07-2024
106,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/electra-base-discriminator,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:18:00.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,107,16-07-2024
107,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/conv-bert-small,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:18:11.000Z,0,feature-extraction,False,model,False,53MB | 26.9MB | 14.1MB,14784921.6,55574528.0,108,16-07-2024
108,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/electra-small-discriminator,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:18:19.000Z,0,feature-extraction,False,model,False,54.2MB | 27.3MB | 14.2MB,14889779.2,56832819.2,109,16-07-2024
109,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/nucleotide-transformer-500m-human-ref,NotSupported_PipelineLibraryPairNotSupported,2024-03-15T03:31:41.000Z,0,feature-extraction,False,model,False,1.92GB | 958MB | 482MB,505413632.0,2061584302.08,110,16-07-2024
110,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/nucleotide-transformer-500m-1000g,NotSupported_PipelineLibraryPairNotSupported,2024-03-15T03:33:43.000Z,0,feature-extraction,False,model,False,1.92GB | 958MB | 482MB,505413632.0,2061584302.08,111,16-07-2024
111,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",5,False,Xenova/hubert-base-ls960,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:18:55.000Z,0,feature-extraction,False,model,False,378MB | 189MB | 95.6MB,100243865.6,396361728.0,112,16-07-2024
112,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",17,False,Xenova/UAE-Large-V1,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T01:55:42.000Z,2,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,113,16-07-2024
113,Todai,"{'avatarUrl': '/avatars/5d53754314695910793a4ba4deeb0e56.svg', 'fullname': 'Todai Abot', 'name': 'Todai', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",6,False,Todai/robbert-2022-dutch-sentence-transformers-onnx,NotPopularEnough,2023-12-13T09:25:14.000Z,0,sentence-similarity,False,model,False,473MB | 119MB,124780544.0,495976448.0,114,16-07-2024
114,odunola,"{'avatarUrl': '/avatars/a584654a54505651eb367a13fdaea440.svg', 'fullname': 'Odunolaoluwa jenrola', 'name': 'odunola', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",3,False,odunola/UAE-Large-VI,NotPopularEnough,2023-12-18T20:58:50.000Z,0,feature-extraction,False,model,False,1.34GB | 337MB,353370112.0,1438814044.16,115,16-07-2024
115,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/tiny-random-RoFormerModel,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:18:59.000Z,0,feature-extraction,False,model,False,6.69MB | 3.47MB | 1.88MB,1971322.88,7014973.44,116,16-07-2024
116,karrar-alwaili,"{'avatarUrl': '/avatars/561514dc20432ea85207eed3df5dd54c.svg', 'fullname': 'karrar haidar allaithaoi', 'name': 'karrar-alwaili', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",5,False,karrar-alwaili/UAE-Large-V1,NotPopularEnough,2023-12-22T09:20:50.000Z,0,feature-extraction,False,model,False,1.34GB | 337MB,353370112.0,1438814044.16,117,16-07-2024
117,Cohee,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/1678743727728-63170aab3eb2544b6235fc5e.png', 'fullname': 'Cohee', 'name': 'Cohee', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",147,False,Cohee/jina-embeddings-v2-base-en,NotSupported_CustomCode,2024-04-04T13:56:47.000Z,1,feature-extraction,False,model,False,434MB | 217MB | 109MB,114294784.0,455081984.0,118,16-07-2024
118,aurantium,"{'avatarUrl': 'https://www.gravatar.com/avatar/4440b0698624dc53af55820a50ce32e1?d=retro&size=100', 'fullname': 'Aurantium Labs', 'name': 'aurantium', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",3,False,aurantium/clip-ViT-B-32-multilingual-v1,NotSupported_PipelineLibraryPairNotSupported,2023-12-29T14:44:02.000Z,1,feature-extraction,False,model,False,541MB | 136MB,142606336.0,567279616.0,119,16-07-2024
119,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",5,False,Xenova/colbertv2.0,NotSupported_PipelineLibraryPairNotSupported,2024-06-12T14:51:57.000Z,5,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,120,16-07-2024
120,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/w2v-bert-2.0,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T10:52:51.000Z,0,feature-extraction,False,model,False,988kB | 1.16GB | 586MB,1011712.0,1245540515.84,121,16-07-2024
121,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",83,False,Xenova/jina-embeddings-v2-base-zh,NotSupported_ExplicitOptOut,2024-03-12T01:57:42.000Z,0,feature-extraction,False,model,False,641MB | 321MB | 162MB,169869312.0,672137216.0,122,16-07-2024
122,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",9,False,Xenova/jina-embeddings-v2-base-de,NotSupported_ExplicitOptOut,2024-03-12T01:58:19.000Z,3,feature-extraction,False,model,False,641MB | 321MB | 162MB,169869312.0,672137216.0,123,16-07-2024
123,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",6,False,Xenova/nomic-embed-text-v1,NotSupported_CustomCode,2024-04-01T02:13:44.000Z,0,feature-extraction,False,model,False,548MB | 274MB | 138MB,144703488.0,574619648.0,124,16-07-2024
124,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/nomic-embed-text-v1-unsupervised,NotSupported_CustomCode,2024-03-21T12:23:01.000Z,0,feature-extraction,False,model,False,548MB | 274MB | 138MB,144703488.0,574619648.0,125,16-07-2024
125,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/nomic-embed-text-v1-ablated,NotSupported_CustomCode,2024-03-21T12:23:55.000Z,0,feature-extraction,False,model,False,548MB | 274MB | 138MB,144703488.0,574619648.0,126,16-07-2024
126,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",729,False,Xenova/bge-m3,NotSupported_PipelineLibraryPairNotSupported,2024-03-21T12:27:12.000Z,20,feature-extraction,False,model,False,607kB | 1.13GB | 570MB,621568.0,1213328261.12,127,16-07-2024
127,koxy-ai,"{'avatarUrl': 'https://www.gravatar.com/avatar/4b0d6d3ef1b6a649e2a8d5e93faf2151?d=retro&size=100', 'fullname': 'Koxy AI', 'name': 'koxy-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",4,False,koxy-ai/gte-small,NotSupported_PipelineLibraryPairNotSupported,2024-03-12T18:27:09.000Z,0,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,128,16-07-2024
128,mixedbread-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/643ee0870d1194da249bd7fe/voYdYlFgQH5vyMwyMNluZ.png', 'fullname': 'mixedbread ai', 'name': 'mixedbread-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",6152,False,mixedbread-ai/mxbai-embed-2d-large-v1,NotPopularEnough,2024-04-04T21:36:56.000Z,32,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,129,16-07-2024
129,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/tiny-random-ErnieModel,NotSupported_PipelineLibraryPairNotSupported,2024-03-23T00:30:42.000Z,0,feature-extraction,False,model,False,450kB | 343kB | 316kB | 273kB | 348kB | 273kB | 273kB,279552.0,460800.0,130,16-07-2024
130,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/ernie-2.0-large-en,NotSupported_PipelineLibraryPairNotSupported,2024-03-23T00:32:10.000Z,0,feature-extraction,False,model,False,1.34GB | 299MB | 669MB | 337MB | 318MB | 337MB | 337MB,313524224.0,1438814044.16,131,16-07-2024
131,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/ernie-2.0-base-en,NotSupported_PipelineLibraryPairNotSupported,2024-03-23T00:32:37.000Z,0,feature-extraction,False,model,False,436MB | 144MB | 218MB | 110MB | 149MB | 110MB | 110MB,115343360.0,457179136.0,132,16-07-2024
132,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/ernie-health-zh,NotSupported_PipelineLibraryPairNotSupported,2024-03-23T00:33:01.000Z,0,feature-extraction,False,model,False,411MB | 120MB | 206MB | 104MB | 125MB | 104MB | 104MB,109051904.0,430964736.0,133,16-07-2024
133,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/ernie-3.0-mini-zh,NotSupported_PipelineLibraryPairNotSupported,2024-03-23T00:33:12.000Z,0,feature-extraction,False,model,False,107MB | 70.9MB | 53.8MB | 27.2MB | 71.5MB | 27.2MB | 27.2MB,28521267.2,112197632.0,134,16-07-2024
134,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/ernie-3.0-nano-zh,NotSupported_PipelineLibraryPairNotSupported,2024-03-23T00:33:18.000Z,0,feature-extraction,False,model,False,71.4MB | 55.3MB | 35.8MB | 18.1MB | 55.6MB | 18.1MB | 18.1MB,18979225.6,74868326.4,135,16-07-2024
135,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/ernie-3.0-micro-zh,NotSupported_PipelineLibraryPairNotSupported,2024-03-23T00:33:26.000Z,0,feature-extraction,False,model,False,93.1MB | 68.8MB | 46.6MB | 23.5MB | 69.2MB | 23.5MB | 23.5MB,24641536.0,97622425.6,136,16-07-2024
136,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",1,False,Xenova/ernie-gram-zh,NotSupported_PipelineLibraryPairNotSupported,2024-03-23T00:33:48.000Z,0,feature-extraction,False,model,False,397MB | 105MB | 199MB | 100MB | 111MB | 100MB | 100MB,104857600.0,416284672.0,137,16-07-2024
137,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",2,False,Xenova/text2vec-base-chinese-paraphrase,NotSupported_PipelineLibraryPairNotSupported,2024-03-23T00:34:15.000Z,1,feature-extraction,False,model,False,470MB | 178MB | 235MB | 119MB | 183MB | 119MB | 119MB,124780544.0,492830720.0,138,16-07-2024
138,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",4,False,Xenova/text2vec-base-chinese-sentence,NotSupported_PipelineLibraryPairNotSupported,2024-03-23T00:34:43.000Z,0,feature-extraction,False,model,False,470MB | 178MB | 235MB | 119MB | 183MB | 119MB | 119MB,124780544.0,492830720.0,139,16-07-2024
139,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",3,False,Xenova/tiny-random-ErnieMModel,NotSupported_PipelineLibraryPairNotSupported,2024-03-24T22:54:35.000Z,0,feature-extraction,False,model,False,32.3MB | 32.2MB | 16.2MB | 8.23MB | 32.2MB | 8.23MB | 8.23MB,8629780.48,33869004.8,140,16-07-2024
140,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False}",6,False,Xenova/GIST-small-Embedding-v0,NotSupported_PipelineLibraryPairNotSupported,2024-03-25T12:33:18.000Z,0,feature-extraction,False,model,False,133MB | 60.1MB | 66.7MB | 34MB | 61.4MB | 34MB | 34MB,35651584.0,139460608.0,141,16-07-2024
141,Snowflake,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/64ba2f59a6ccf0f64b4ad254/eTDA37yFwUVP45c1WTSs2.png', 'fullname': 'Snowflake', 'name': 'Snowflake', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",15148,False,Snowflake/snowflake-arctic-embed-s,NotPopularEnough,2024-05-10T15:50:55.000Z,11,sentence-similarity,False,model,False,133MB | 60.1MB | 66.7MB | 34MB | 61.4MB | 34MB | 34MB,35651584.0,139460608.0,142,16-07-2024
142,Snowflake,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/64ba2f59a6ccf0f64b4ad254/eTDA37yFwUVP45c1WTSs2.png', 'fullname': 'Snowflake', 'name': 'Snowflake', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",23508,False,Snowflake/snowflake-arctic-embed-xs,NotPopularEnough,2024-05-10T15:50:28.000Z,22,sentence-similarity,False,model,False,90.4MB | 53.9MB | 45.3MB | 23MB | 54.6MB | 23MB | 23MB,24117248.0,94791270.4,143,16-07-2024
143,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",4758,False,jinaai/jina-reranker-v1-tiny-en,NotSupported_CustomCode,2024-06-20T06:50:01.000Z,11,text-classification,False,model,False,132MB | 99.9MB | 66.3MB | 33.4MB | 101MB | 33.4MB | 33.4MB,35022438.4,138412032.0,144,16-07-2024
144,lightbird-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/651db473725e83147b935809/snVYsSH2C72-Bad4PrF8z.png', 'fullname': 'Lightbird AI', 'name': 'lightbird-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",8,False,lightbird-ai/nomic,NotSupported_CustomCode,2024-04-25T19:30:50.000Z,0,sentence-similarity,False,model,False,548MB | 138MB,144703488.0,574619648.0,145,16-07-2024
145,sirius422,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/661ac9f47a16dc848a990cb9/xq5yhZmeqD_rSaLRK4hFL.jpeg', 'fullname': 'sirius422', 'name': 'sirius422', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",2,False,sirius422/multilingual-e5-large-onnx,NotSupported_PipelineLibraryPairNotSupported,2024-05-02T13:08:23.000Z,0,feature-extraction,False,model,False,546kB | 562MB,559104.0,589299712.0,146,16-07-2024
146,corto-ai,"{'avatarUrl': 'https://www.gravatar.com/avatar/5208f74272f9abce14ac985974823387?d=retro&size=100', 'fullname': 'Corto', 'name': 'corto-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",5768,False,corto-ai/nomic-embed-text-v1,NotSupported_CustomCode,2024-05-06T05:18:56.000Z,1,sentence-similarity,False,model,False,548MB | 138MB,144703488.0,574619648.0,147,16-07-2024
147,michaelfeil,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/644fac0ce1d7a97f3b653ab1/fottSAPFrJdKeMW2UJv_l.jpeg', 'fullname': 'Michael', 'name': 'michaelfeil', 'type': 'user', 'isPro': True, 'isHf': False, 'isMod': False}",17,False,michaelfeil/jina-embeddings-v2-base-code,NotSupported_ExplicitOptOut,2024-05-12T03:52:29.000Z,0,feature-extraction,False,model,False,642MB | 321MB | 162MB,169869312.0,673185792.0,148,16-07-2024
148,bdx33,"{'avatarUrl': '/avatars/a5bd19fc63a70adb332e8a5cd8a317a9.svg', 'fullname': 'bdx33', 'name': 'bdx33', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",2,False,bdx33/stella-mrl-large-zh-v3.5-1792d,NotSupported_PipelineLibraryPairNotSupported,2024-05-29T09:23:18.000Z,0,feature-extraction,False,model,False,1.3GB | 327MB,342884352.0,1395864371.2,149,16-07-2024
149,aseovic,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/noauth/6H9gRSMYBRIQcxq-zb_Yq.jpeg', 'fullname': 'Aleks Seovic', 'name': 'aseovic', 'type': 'user', 'isPro': False, 'isHf': False, 'isMod': False}",2,False,aseovic/all-mpnet-base-v2,NotSupported_PipelineLibraryPairNotSupported,2024-06-05T00:41:36.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,150,16-07-2024
150,onnx-community,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/BpiYJ-m5mXPXfjkzEt6yZ.png', 'fullname': 'ONNX Community', 'name': 'onnx-community', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",6,False,onnx-community/decision-transformer-gym-hopper-expert,NotSupported_PipelineLibraryPairNotSupported,2024-06-06T15:18:17.000Z,0,feature-extraction,False,model,False,4.6MB,4823449.6,4823449.6,151,16-07-2024
151,onnx-community,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/BpiYJ-m5mXPXfjkzEt6yZ.png', 'fullname': 'ONNX Community', 'name': 'onnx-community', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",2,False,onnx-community/decision-transformer-gym-hopper-medium,NotSupported_PipelineLibraryPairNotSupported,2024-06-06T15:18:19.000Z,0,feature-extraction,False,model,False,4.6MB,4823449.6,4823449.6,152,16-07-2024
152,onnx-community,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/BpiYJ-m5mXPXfjkzEt6yZ.png', 'fullname': 'ONNX Community', 'name': 'onnx-community', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False}",2,False,onnx-community/decision-transformer-gym-hopper-medium-replay,NotSupported_PipelineLibraryPairNotSupported,2024-06-06T15:18:22.000Z,0,feature-extraction,False,model,False,4.6MB,4823449.6,4823449.6,153,16-07-2024
