,author,authorData,downloads,gated,id,inference,lastModified,likes,pipeline_tag,private,repoType,isLikedByUser,widgetOutputUrls,sizes,min_size,max_size,trending,mined_date
0,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': True, 'followerCount': 454}",21148,False,jinaai/jina-clip-v2,explicit-opt-out,2024-12-13T08:48:28.000Z,151,feature-extraction,False,model,False,,2.09MB | 1.38GB | 1.73GB | 874MB | 1.42GB | 861MB | 874MB | 874MB,2191523.84,1857573355.52,1,03-01-2025
1,Snowflake,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/64ba2f59a6ccf0f64b4ad254/eTDA37yFwUVP45c1WTSs2.png', 'fullname': 'Snowflake', 'name': 'Snowflake', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 351}",28601,False,Snowflake/snowflake-arctic-embed-l-v2.0,not-popular-enough,2024-12-14T00:18:38.000Z,86,sentence-similarity,False,model,False,,702kB | 1.23GB | 1.13GB | 570MB | 1.25GB | 700MB | 570MB | 570MB,718848.0,1342177280.0,2,03-01-2025
2,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': True, 'followerCount': 454}",58879,False,jinaai/jina-embeddings-v2-base-zh,explicit-opt-out,2024-08-06T14:43:26.000Z,225,feature-extraction,False,model,False,,641MB | 321MB | 162MB,169869312.0,672137216.0,3,03-01-2025
3,mixedbread-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/643ee0870d1194da249bd7fe/voYdYlFgQH5vyMwyMNluZ.png', 'fullname': 'Mixedbread', 'name': 'mixedbread-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': True, 'followerCount': 105}",1679394,False,mixedbread-ai/mxbai-embed-large-v1,loading,2024-11-26T02:58:09.000Z,578,feature-extraction,False,model,False,,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,4,03-01-2025
4,nomic-ai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/641f01fe6d51620635e118e9/wy0ax27ok1-uHWoUAHSEs.png', 'fullname': 'Nomic AI', 'name': 'nomic-ai', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': True, 'followerCount': 282}",1435107,False,nomic-ai/nomic-embed-text-v1.5,custom-code,2024-11-18T20:39:44.000Z,469,sentence-similarity,False,model,False,[],548MB | 138MB,144703488.0,574619648.0,5,03-01-2025
5,Alibaba-NLP,"{'avatarUrl': 'https://www.gravatar.com/avatar/1ae3fd9f5b9356f196c997d93eb23038?d=retro&size=100', 'fullname': 'Alibaba-NLP', 'name': 'Alibaba-NLP', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 173}",2439727,False,Alibaba-NLP/gte-large-en-v1.5,custom-code,2024-08-09T03:32:05.000Z,186,sentence-similarity,False,model,False,[],1.75GB | 361MB | 873MB | 446MB | 387MB | 446MB | 446MB,378535936.0,1879048192.0,6,03-01-2025
6,Snowflake,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/64ba2f59a6ccf0f64b4ad254/eTDA37yFwUVP45c1WTSs2.png', 'fullname': 'Snowflake', 'name': 'Snowflake', 'type': 'org', 'isHf': False, 'isMod': False, 'isEnterprise': False, 'followerCount': 351}",7100,False,Snowflake/snowflake-arctic-embed-m-v2.0,custom-code,2024-12-14T00:20:05.000Z,47,sentence-similarity,False,model,False,,1.23GB | 837MB | 613MB | 311MB | 844MB | 450MB | 311MB | 311MB,326107136.0,1320702443.52,7,03-01-2025
7,Xenova,"{'_id': '61b253b7ac5ecaae3d1efe0c', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False, 'followerCount': 4003}",264178,False,Xenova/all-MiniLM-L6-v2,pipeline-library-pair-not-supported,2024-11-27T22:05:58.000Z,52,feature-extraction,False,model,False,,90.4MB | 45.3MB | 23MB | 23MB,24117248.0,94791270.4,8,03-01-2025
8,Xenova,"{'_id': '61b253b7ac5ecaae3d1efe0c', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False, 'followerCount': 4003}",3659,False,Xenova/paraphrase-multilingual-mpnet-base-v2,pipeline-library-pair-not-supported,2024-10-08T13:38:47.000Z,4,feature-extraction,False,model,False,,1.11GB | 555MB | 279MB,292552704.0,1191853424.64,9,03-01-2025
9,Xenova,"{'_id': '61b253b7ac5ecaae3d1efe0c', 'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True, 'isMod': False, 'followerCount': 4003}",1672,False,Xenova/multilingual-e5-small,pipeline-library-pair-not-supported,2024-10-08T13:39:30.000Z,4,feature-extraction,False,model,False,,470MB | 235MB | 118MB,123731968.0,492830720.0,10,03-01-2025
